Cell_Name	clone.id	clone.status	patient	sampleType	stype	majorCluster	loc
TTR54-20161212	CRC.P1212_C000562:2	Clonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
TTH52-20161212	CRC.P1212_C000563:1	NoClonal	P1212	TTH	CD4	CD4_C07-GZMK	T
NTC39-20161212	CRC.P1212_C000568:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
TTC209-20161212	CRC.P1212_C000570:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
PTR20-20161212	CRC.P1212_C000571:1	NoClonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
TTC43-20161212	CRC.P1212_C000572:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
PTC16-20161212	CRC.P1212_C000573:1	NoClonal	P1212	PTC	CD8	CD8_C02-GPR183	P
NTH92-20161212	CRC.P1212_C000574:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
PTR41-20161212	CRC.P1212_C000577:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
TTC122-1212	CRC.P1212_C000578:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
PTR32-20161212	CRC.P1212_C000579:1	NoClonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
TTH45-20161212	CRC.P1212_C000580:1	NoClonal	P1212	TTH	CD4	CD4_C05-CXCR6	T
TTR154-20161212	CRC.P1212_C000582:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
TTC198-20161212	CRC.P1212_C000583:2	Clonal	P1212	TTC	CD8	CD8_C05-CD6	T
NTC60-20161212	CRC.P1212_C000583:2	Clonal	P1212	NTC	CD8	CD8_C05-CD6	N
NTH205-20161212	CRC.P1212_C000584:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
TTC171-20161212	CRC.P1212_C000585:2	Clonal	P1212	TTC	CD8	CD8_C07-LAYN	T
TTC160-1212	CRC.P1212_C000585:2	Clonal	P1212	TTC	CD8	CD8_C05-CD6	T
NTC260-20161212	CRC.P1212_C000587:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
PTH5-1212	CRC.P1212_C000588:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
PTC6-20161212	CRC.P1212_C000589:1	NoClonal	P1212	PTC	CD8	CD8_C03-CX3CR1	P
PTR45-20161212	CRC.P1212_C000590:1	NoClonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
PTC89-1212	CRC.P1212_C000591:1	NoClonal	P1212	PTC	CD8	CD8_C02-GPR183	P
NTH63-20161212	CRC.P1212_C000592:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
PTC23-20161212	CRC.P1212_C000593:1	NoClonal	P1212	PTC	CD8	CD8_C02-GPR183	P
PTH153-1212	CRC.P1212_C000594:1	NoClonal	P1212	PTH	CD4	CD4_C03-GNLY	P
PTR46-20161212	CRC.P1212_C000595:1	NoClonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
PTH96-1212	CRC.P1212_C000596:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
PTH114-1212	CRC.P1212_C000597:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
PTH40-1212	CRC.P1212_C000599:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
NTC153-20161212	CRC.P1212_C000600:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
NTH114-20161212	CRC.P1212_C000601:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
PTR1-20161212	CRC.P1212_C000602:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
NTH203-20161212	CRC.P1212_C000604:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
PTH72-1212	CRC.P1212_C000605:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
TTC30-20161212	CRC.P1212_C000607:1	NoClonal	P1212	TTC	CD8	CD8_C07-LAYN	T
NTC279-20161212	CRC.P1212_C000608:3	Clonal	P1212	NTC	CD8	CD8_C05-CD6	N
NTC127-20161212	CRC.P1212_C000608:3	Clonal	P1212	NTC	CD8	CD8_C05-CD6	N
TTC240-20161212	CRC.P1212_C000608:3	Clonal	P1212	TTC	CD8	CD8_C05-CD6	T
PTR27-20161212	CRC.P1212_C000609:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
TTC84-20161212	CRC.P1212_C000611:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
NTH124-20161212	CRC.P1212_C000613:1	NoClonal	P1212	NTH	CD4	CD4_C11-IL10	N
PTH84-1212	CRC.P1212_C000614:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
NTH91-20161212	CRC.P1212_C000615:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
PTR50-20161212	CRC.P1212_C000617:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
TTH20-20161212	CRC.P1212_C000618:1	NoClonal	P1212	TTH	CD4	CD4_C05-CXCR6	T
TTH79-20161212	CRC.P1212_C000619:1	NoClonal	P1212	TTH	CD4	CD4_C08-IL23R	T
NTH237-20161212	CRC.P1212_C000620:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
NTC43-20161212	CRC.P1212_C000623:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
NTH139-20161212	CRC.P1212_C000624:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
NTY30-20161212	CRC.P1212_C000625:1	NoClonal	P1212	NTY	CD4	CD4_C04-TCF7	N
PTH143-1212	CRC.P1212_C000626:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
NTH199-20161212	CRC.P1212_C000627:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
TTR34-20161212	CRC.P1212_C000629:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
TTR42-20161212	CRC.P1212_C000630:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTC151-20161212	CRC.P1212_C000631:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
TTC42-20161212	CRC.P1212_C000633:2	Clonal	P1212	TTC	CD8	CD8_C04-GZMK	T
TTC116-1212	CRC.P1212_C000633:2	Clonal	P1212	TTC	CD8	CD8_C04-GZMK	T
PTH4-1212	CRC.P1212_C000635:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
NTH281-20161212	CRC.P1212_C000636:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
NTC176-20161212	CRC.P1212_C000637:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
PTR96-20161212	CRC.P1212_C000638:1	NoClonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
PTR21-20161212	CRC.P1212_C000639:1	NoClonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
NTH118-20161212	CRC.P1212_C000641:1	NoClonal	P1212	NTH	CD4	CD4_C01-CCR7	N
TTR35-20161212	CRC.P1212_C000642:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTH175-20161212	CRC.P1212_C000644:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
TTC25-20161212	CRC.P1212_C000645:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
NTH27-20161212	CRC.P1212_C000650:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
NTH179-20161212	CRC.P1212_C000651:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
TTR82-20161212	CRC.P1212_C000652:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
PTH155-1212	CRC.P1212_C000653:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
PTC99-20161212	CRC.P1212_C000654:1	NoClonal	P1212	PTC	CD8	CD8_C01-LEF1	P
PTR71-20161212	CRC.P1212_C000655:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
PTC107-20161212	CRC.P1212_C000658:1	NoClonal	P1212	PTC	CD8	CD8_C01-LEF1	P
NTC156-20161212	CRC.P1212_C000659:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
PTC119-20161212	CRC.P1212_C000660:1	NoClonal	P1212	PTC	CD8	CD8_C03-CX3CR1	P
PTR49-20161212	CRC.P1212_C000662:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
NTC14-20161212	CRC.P1212_C000664:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
PTR58-20161212	CRC.P1212_C000665:1	NoClonal	P1212	PTR	CD4	CD4_C01-CCR7	P
NTH99-20161212	CRC.P1212_C000666:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
NTY8-20161212	CRC.P1212_C000667:1	NoClonal	P1212	NTY	CD4	CD4_C04-TCF7	N
PTR11-20161212	CRC.P1212_C000668:1	NoClonal	P1212	PTR	CD4	CD4_C01-CCR7	P
PTC1-20161212	CRC.P1212_C000669:1	NoClonal	P1212	PTC	CD8	CD8_C04-GZMK	P
PTC189-20161212	CRC.P1212_C000673:1	NoClonal	P1212	PTC	CD8	CD8_C02-GPR183	P
NTC32-20161212	CRC.P1212_C000674:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
TTR150-20161212	CRC.P1212_C000675:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
TTR121-20161212	CRC.P1212_C000676:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTH146-20161212	CRC.P1212_C000677:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
TTR56-20161212	CRC.P1212_C000678:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
PTR8-20161212	CRC.P1212_C000681:1	NoClonal	P1212	PTR	CD4	CD4_C01-CCR7	P
NTH59-20161212	CRC.P1212_C000683:2	Clonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
PTH41-1212	CRC.P1212_C000684:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
TTR140-20161212	CRC.P1212_C000686:1	NoClonal	P1212	TTR	CD4	CD4_C08-IL23R	T
NTH33-20161212	CRC.P1212_C000687:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
PTR5-20161212	CRC.P1212_C000688:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
TTC195-20161212	CRC.P1212_C000689:1	NoClonal	P1212	TTC	CD8	CD8_C05-CD6	T
PTH158-1212	CRC.P1212_C000690:1	NoClonal	P1212	PTH	CD4	CD4_C10-FOXP3	P
NTC177-20161212	CRC.P1212_C000691:1	NoClonal	P1212	NTC	CD8	CD8_C06-CD160	N
PTR80-20161212	CRC.P1212_C000692:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
NTC112-20161212	CRC.P1212_C000693:1	NoClonal	P1212	NTC	CD8	CD8_C01-LEF1	N
TTC94-20161212	CRC.P1212_C000694:1	NoClonal	P1212	TTC	CD8	CD8_C07-LAYN	T
NTH268-20161212	CRC.P1212_C000695:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
NTC149-20161212	CRC.P1212_C000696:1	NoClonal	P1212	NTC	CD8	CD8_C08-SLC4A10	N
TTR55-20161212	CRC.P1212_C000697:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTC133-20161212	CRC.P1212_C000698:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
PTH30-1212	CRC.P1212_C000699:1	NoClonal	P1212	PTH	CD4	CD4_C10-FOXP3	P
PTC176-20161212	CRC.P1212_C000700:1	NoClonal	P1212	PTC	CD8	CD8_C03-CX3CR1	P
TTH5-20161212	CRC.P1212_C000701:1	NoClonal	P1212	TTH	CD4	CD4_C05-CXCR6	T
TTR69-20161212	CRC.P1212_C000702:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTH56-20161212	CRC.P1212_C000704:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
PTH106-1212	CRC.P1212_C000706:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
NTC169-20161212	CRC.P1212_C000707:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
PTH24-1212	CRC.P1212_C000708:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
TTC143-20161212	CRC.P1212_C000709:1	NoClonal	P1212	TTC	CD8	CD8_C07-LAYN	T
PTC76-20161212	CRC.P1212_C000710:1	NoClonal	P1212	PTC	CD8	CD8_C02-GPR183	P
NTC36-20161212	CRC.P1212_C000711:1	NoClonal	P1212	NTC	CD8	CD8_C01-LEF1	N
PTH116-1212	CRC.P1212_C000712:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
TTR66-20161212	CRC.P1212_C000714:2	Clonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
TTR15-20161212	CRC.P1212_C000714:2	Clonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTH82-20161212	CRC.P1212_C000716:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
PTC5-20161212	CRC.P1212_C000720:1	NoClonal	P1212	PTC	CD8	CD8_C03-CX3CR1	P
PTC47-20161212	CRC.P1212_C000721:1	NoClonal	P1212	PTC	CD8	CD8_C02-GPR183	P
TTH89-20161212	CRC.P1212_C000722:1	NoClonal	P1212	TTH	CD4	CD4_C12-CTLA4	T
NTH121-20161212	CRC.P1212_C000723:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
NTH254-20161212	CRC.P1212_C000724:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
TTC114-1212	CRC.P1212_C000725:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
PTR66-20161212	CRC.P1212_C000726:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
PTR48-20161212	CRC.P1212_C000727:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
TTC164-1212	CRC.P1212_C000728:1	NoClonal	P1212	TTC	CD8	CD8_C07-LAYN	T
TTH70-20161212	CRC.P1212_C000729:1	NoClonal	P1212	TTH	CD4	CD4_C05-CXCR6	T
TTR108-20161212	CRC.P1212_C000730:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTC74-20161212	CRC.P1212_C000731:1	NoClonal	P1212	NTC	CD8	CD8_C06-CD160	N
PTH173-1212	CRC.P1212_C000732:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
NTH113-20161212	CRC.P1212_C000735:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
TTH22-20161212	CRC.P1212_C000738:1	NoClonal	P1212	TTH	CD4	CD4_C05-CXCR6	T
PTR9-20161212	CRC.P1212_C000739:1	NoClonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
NTC185-20161212	CRC.P1212_C000740:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
PTC91-1212	CRC.P1212_C000742:1	NoClonal	P1212	PTC	CD8	CD8_C02-GPR183	P
PTH134-1212	CRC.P1212_C000744:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
NTH48-20161212	CRC.P1212_C000745:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
TTC78-20161212	CRC.P1212_C000746:1	NoClonal	P1212	TTC	CD8	CD8_C03-CX3CR1	T
PTR38-20161212	CRC.P1212_C000748:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
NTC223-20161212	CRC.P1212_C000749:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
NTC67-20161212	CRC.P1212_C000750:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
TTR116-20161212	CRC.P1212_C000751:1	NoClonal	P1212	TTR	CD4	CD4_C09-CXCL13	T
NTC158-20161212	CRC.P1212_C000752:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
NTC188-20161212	CRC.P1212_C000753:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
NTH223-20161212	CRC.P1212_C000754:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
NTH228-20161212	CRC.P1212_C000755:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
NTH96-20161212	CRC.P1212_C000756:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
NTH282-20161212	CRC.P1212_C000757:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
PTC78-20161212	CRC.P1212_C000758:1	NoClonal	P1212	PTC	CD8	CD8_C01-LEF1	P
TTC214-20161212	CRC.P1212_C000759:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
TTR47-20161212	CRC.P1212_C000761:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
TTH44-20161212	CRC.P1212_C000763:1	NoClonal	P1212	TTH	CD4	CD4_C05-CXCR6	T
PTC7-20161212	CRC.P1212_C000764:1	NoClonal	P1212	PTC	CD8	CD8_C03-CX3CR1	P
NTC83-20161212	CRC.P1212_C000765:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
PTH28-1212	CRC.P1212_C000766:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
PTC85-1212	CRC.P1212_C000768:1	NoClonal	P1212	PTC	CD8	CD8_C03-CX3CR1	P
NTH120-20161212	CRC.P1212_C000769:1	NoClonal	P1212	NTH	CD4	CD4_C08-IL23R	N
NTC96-20161212	CRC.P1212_C000772:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
PTH126-1212	CRC.P1212_C000773:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
TTR92-20161212	CRC.P1212_C000775:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTH143-20161212	CRC.P1212_C000777:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
PTR40-20161212	CRC.P1212_C000778:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
NTH261-20161212	CRC.P1212_C000780:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
NTY24-20161212	CRC.P1212_C000781:1	NoClonal	P1212	NTY	CD4	CD4_C05-CXCR6	N
NTH39-20161212	CRC.P1212_C000782:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
TTC71-20161212	CRC.P1212_C000783:2	Clonal	P1212	TTC	CD8	CD8_C07-LAYN	T
TTC115-1212	CRC.P1212_C000783:2	Clonal	P1212	TTC	CD8	CD8_C07-LAYN	T
PTH62-1212	CRC.P1212_C000784:1	NoClonal	P1212	PTH	CD4	CD4_C03-GNLY	P
NTC214-20161212	CRC.P1212_C000785:2	Clonal	P1212	NTC	CD8	CD8_C04-GZMK	N
NTC275-20161212	CRC.P1212_C000785:2	Clonal	P1212	NTC	CD8	CD8_C05-CD6	N
NTY73-20161212	CRC.P1212_C000786:1	NoClonal	P1212	NTY	CD4	CD4_C05-CXCR6	N
NTH84-20161212	CRC.P1212_C000787:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
TTH58-20161212	CRC.P1212_C000788:1	NoClonal	P1212	TTH	CD4	CD4_C05-CXCR6	T
TTC140-1212	CRC.P1212_C000789:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
PTH159-1212	CRC.P1212_C000790:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
NTH7-20161212	CRC.P1212_C000791:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
PTH8-1212	CRC.P1212_C000793:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
NTC50-20161212	CRC.P1212_C000794:1	NoClonal	P1212	NTC	CD8	CD8_C04-GZMK	N
PTC82-1212	CRC.P1212_C000795:1	NoClonal	P1212	PTC	CD8	CD8_C03-CX3CR1	P
PTC52-20161212	CRC.P1212_C000796:1	NoClonal	P1212	PTC	CD8	CD8_C01-LEF1	P
NTH117-20161212	CRC.P1212_C000797:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
TTR98-20161212	CRC.P1212_C000798:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTH215-20161212	CRC.P1212_C000800:1	NoClonal	P1212	NTH	CD4	CD4_C08-IL23R	N
PTR54-20161212	CRC.P1212_C000801:2	Clonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
PTR62-20161212	CRC.P1212_C000801:2	Clonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
TTC48-20161212	CRC.P1212_C000804:1	NoClonal	P1212	TTC	CD8	CD8_C05-CD6	T
NTH257-20161212	CRC.P1212_C000806:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
NTH176-20161212	CRC.P1212_C000809:1	NoClonal	P1212	NTH	CD4	CD4_C11-IL10	N
PTH113-1212	CRC.P1212_C000813:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
TTC133-20161212	CRC.P1212_C000814:1	NoClonal	P1212	TTC	CD8	CD8_C07-LAYN	T
NTH195-20161212	CRC.P1212_C000815:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
TTR30-20161212	CRC.P1212_C000816:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
NTC33-20161212	CRC.P1212_C000817:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
TTR68-20161212	CRC.P1212_C000818:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
PTH26-1212	CRC.P1212_C000819:1	NoClonal	P1212	PTH	CD4	CD4_C01-CCR7	P
TTC139-1212	CRC.P1212_C000820:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
NTH151-20161212	CRC.P1212_C000821:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
NTH108-20161212	CRC.P1212_C000823:1	NoClonal	P1212	NTH	CD4	CD4_C04-TCF7	N
PTH90-1212	CRC.P1212_C000824:1	NoClonal	P1212	PTH	CD4	CD4_C02-ANXA1	P
TTC205-20161212	CRC.P1212_C000827:1	NoClonal	P1212	TTC	CD8	CD8_C05-CD6	T
TTC142-1212	CRC.P1212_C000828:1	NoClonal	P1212	TTC	CD8	CD8_C08-SLC4A10	T
TTC130-1212	CRC.P1212_C000829:1	NoClonal	P1212	TTC	CD8	CD8_C07-LAYN	T
PTR16-20161212	CRC.P1212_C000831:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
NTH152-20161212	CRC.P1212_C000832:1	NoClonal	P1212	NTH	CD4	CD4_C03-GNLY	N
PTR42-20161212	CRC.P1212_C000833:1	NoClonal	P1212	PTR	CD4	CD4_C10-FOXP3	P
NTC89-20161212	CRC.P1212_C000834:1	NoClonal	P1212	NTC	CD8	CD8_C06-CD160	N
TTC86-20161212	CRC.P1212_C000835:1	NoClonal	P1212	TTC	CD8	CD8_C04-GZMK	T
TTR107-20161212	CRC.P1212_C000837:1	NoClonal	P1212	TTR	CD4	CD4_C12-CTLA4	T
PTR12-20161212	CRC.P1212_C000840:1	NoClonal	P1212	PTR	CD4	CD4_C02-ANXA1	P
NTH158-20161212	CRC.P1212_C000841:1	NoClonal	P1212	NTH	CD4	CD4_C06-CXCR5	N
NTH109-20161212	CRC.P1212_C000842:1	NoClonal	P1212	NTH	CD4	CD4_C10-FOXP3	N
NTH238-20161212	CRC.P1212_C000843:1	NoClonal	P1212	NTH	CD4	CD4_C05-CXCR6	N
TTR79-20161212	CRC.P1212_C000844:1	NoClonal	P1212	TTR	CD4	CD4_C08-IL23R	T
NTY10-20161212	CRC.P1212_C000847:1	NoClonal	P1212	NTY	CD4	CD4_C05-CXCR6	N
NTC76-20161212	CRC.P1212_C000849:1	NoClonal	P1212	NTC	CD8	CD8_C05-CD6	N
TTC162-20161212	CRC.P1212_C000850:1	NoClonal	P1212	TTC	CD8	CD8_C07-LAYN	T
NTC72-20161212	CRC.P1212_C000852:1	NoClonal	P1212	NTC	CD8	CD8_C06-CD160	N
TTC111-20161212	CRC.P1212_C000853:1	NoClonal	P1212	TTC	CD8	CD8_C07-LAYN	T
PTR65-20161228	CRC.P1228_C000001:1	NoClonal	P1228	PTR	CD4	CD4_C02-ANXA1	P
NTR183-20161228	CRC.P1228_C000002:1	NoClonal	P1228	NTR	CD4	CD4_C12-CTLA4	N
NTC31-20161228	CRC.P1228_C000003:1	NoClonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTR119-20161228	CRC.P1228_C000006:1	NoClonal	P1228	NTR	CD4	CD4_C06-CXCR5	N
NTR193-20161228	CRC.P1228_C000007:1	NoClonal	P1228	NTR	CD4	CD4_C06-CXCR5	N
PTH66-20161228	CRC.P1228_C000008:1	NoClonal	P1228	PTH	CD4	CD4_C01-CCR7	P
PTR86-20161228	CRC.P1228_C000009:1	NoClonal	P1228	PTR	CD4	CD4_C02-ANXA1	P
TTC28-20161228	CRC.P1228_C000010:1	NoClonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTC130-20161228	CRC.P1228_C000011:7	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC52-20161228	CRC.P1228_C000011:7	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC209-20161228	CRC.P1228_C000011:7	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC61-20161228	CRC.P1228_C000011:7	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC160-20161228	CRC.P1228_C000011:7	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC12-20161228	CRC.P1228_C000011:7	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC181-20161228	CRC.P1228_C000011:7	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC146-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC162-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC58-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC233-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC29-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC136-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC142-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC188-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC158-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC254-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC283-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC257-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC276-20161228	CRC.P1228_C000012:13	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
PTC57-20161228	CRC.P1228_C000024:8	Clonal	P1228	PTC	CD8	CD8_C08-SLC4A10	P
PTC17-20161228	CRC.P1228_C000024:8	Clonal	P1228	PTC	CD8	CD8_C08-SLC4A10	P
NTC232-20161228	CRC.P1228_C000024:8	Clonal	P1228	NTC	CD8	CD8_C08-SLC4A10	N
TTC74-20161228	CRC.P1228_C000024:8	Clonal	P1228	TTC	CD8	CD8_C08-SLC4A10	T
